position_bounds,energy_bandpassName
polygon 181.69735674156306 13.427273264162721 182.7065011241332 13.430391889256484 182.7090055430037 12.432731550930825 181.7028296506542 12.429332186757634,g.MP9401
polygon 181.70123621766487 13.460641959983292 182.7105211215927 13.46376060509364 182.71302049499977 12.466100253952831 181.7067152408163 12.462700910622317,g.MP9401
polygon 181.70123628115257 13.460611961155948 182.7105210585789 13.463730606248305 182.71302043652273 12.466070255118979 181.70671529880528 12.462670911769735,g.MP9401
polygon 181.70128628115253 13.460611961155976 182.71057105857886 13.463730606248305 182.71307043652266 12.466070255118979 181.7067652988053 12.462670911769735,g.MP9401
polygon 181.71212215165644 12.493979597772437 182.71748984798458 12.497097665181727 182.72013463576312 11.499437695016411 181.71742600886157 11.496037750037118,g.MP9401
polygon 181.71601705148095 12.527288305675825 182.72151446322113 12.530406392918678 182.72415426491577 11.532746409291946 181.72132687864888 11.529346484971995,g.MP9401
polygon 181.7183559283533 12.50228927545831 182.72375595044215 12.505407347815122 182.7263994944741 11.507747374289266 181.72366127448342 11.50434743446354,g.MP9401
polygon 181.72065466073133 12.477310244277575 182.72595758105896 12.480428301763055 182.7286048635044 11.48276833834339 181.7259555319867 11.479368383027037,g.MP9401
polygon 181.72458953704137 12.510678950020264 182.7300222196545 12.51379702737249 182.73266450786207 11.5161370504553 181.72989638671973 11.51273711583299,g.MP9401
polygon 181.72458959567274 12.510648951183953 182.7300221614599 12.513767028518316 182.73266445415808 11.516107051613275 181.72989643997437 11.512707116972294,g.MP9401
polygon 181.7246296543039 12.510618952347642 182.73006210326545 12.513737029664142 182.73270440045428 11.516077052771223 181.72993649322885 11.512677118111696,g.MP9401
polygon 182.6189815788008 15.34389773398938 183.63682364370126 15.34701751818146 183.6390347902469 14.349356483294585 182.62481404906526 14.345958325626498,g.MP9401
polygon 182.62295000635672 15.377196409990773 183.6409546051612 15.380316214498563 183.6431605881021 14.382655168228837 182.6287888814184 14.379257031699552,g.MP9401
polygon 182.6252611920688 15.352227402830565 183.64314387773786 15.355347192104048 183.6453537328457 14.3576861543674 182.63109526396494 14.354288001986589,g.MP9401
polygon 182.62530131447525 15.352177404818406 183.6431837562483 15.355297194061365 183.64539361910832 14.35763615634184 182.63113537675662 14.354238003929268,g.MP9401
polygon 182.62765246161402 15.327178398612588 183.64541306709197 15.330298172606504 183.64762680533593 14.332637143444359 182.63348171814326 14.329238975164841,g.MP9401
polygon 182.63161076841408 15.36056707124773 183.64953414841878 15.363686865609068 183.65174271037893 14.366025825020799 182.63744644421826 14.362627677934029,g.MP9401
polygon 182.63161084190278 15.360537072440536 183.64953407548055 15.363656866783558 183.65174264209256 14.365995826205562 182.6374465119369 14.362597679099736,g.MP9401
polygon 182.64210572855404 14.393905333267995 183.65547628978157 14.397024540491557 183.6578337233117 13.399363840755214 182.64775779784443 13.395965082630354,g.MP9401
polygon 182.64602969464687 14.427234019706518 183.65955175507267 14.43035324708815 183.66190408859805 13.432692535255455 182.65168801864831 13.42929379811298,g.MP9401
polygon 182.6483767440434 14.402235005012969 183.66178513232055 14.405354217273967 183.66414129144204 13.407693514512161 182.65403037604725 13.404294761630766,g.MP9401
polygon 182.65072368383088 14.377235990098626 183.66401861833916 14.380355187242372 183.66637860179722 13.382694493565168 182.65637262680812 13.379295724948165,g.MP9401
polygon 182.65464765611372 14.41060467515696 183.66809407750293 14.413723892480007 183.67044895595538 13.416063186679722 182.6603028586673 13.412664439067342,g.MP9401
polygon 182.6546477245513 14.410574676339294 183.66809400957735 14.413693893644194 183.67044889262013 13.416033187854765 182.66030292147502 13.412634440223513,g.MP9401
polygon 182.66352153524687 13.443942612704618 183.67273606764994 13.44706124779701 183.67523796629953 12.449400903066504 182.66899749800297 12.446001549304597,g.MP9401
polygon 182.6674510004555 13.477271309907422 183.67680607590313 13.48038996499514 183.6793029341674 12.482729607476827 182.67293307240416 12.4793302745354,g.MP9401
polygon 182.66980392474704 13.452272287137063 183.67905354669168 13.455390927226247 183.68155418580517 12.457730579297476 182.6752814138812 12.454331230738632,g.MP9401
polygon 182.67214674156307 13.427273264162721 183.68129112413325 13.430391889256498 183.6837955430037 12.43273155093081 182.6776196506542 12.42933218675762,g.MP9401
polygon 182.6760362811526 13.460611961155976 183.68532105857886 13.46373060624829 183.68782043652268 12.466070255118979 182.68151529880524 12.46267091176972,g.MP9401
polygon 182.67603634464018 13.460581962328575 183.68532099556523 13.463700607402942 183.68782037804579 12.466040256285083 182.68151535679405 12.462640912917152,g.MP9401
polygon 182.67607628115252 13.460611961155976 183.68536105857888 13.463730606248305 183.68786043652267 12.466070255118979 182.6815552988053 12.46267091176972,g.MP9401
polygon 182.6833721516565 12.493979597772437 183.68873984798458 12.497097665181727 183.691384635763 11.499437695016383 182.68867600886153 11.496037750037132,g.MP9401
polygon 182.68730701233727 12.527308304899904 183.6928045020733 12.530426392154666 183.6954443007737 11.532766408519876 182.69261684309103 11.529366484212318,g.MP9401
polygon 182.689605889294 12.502309274682588 183.69500598921044 12.505427347051238 183.69764953024898 11.507767373517353 182.69491123900792 11.504367433703976,g.MP9401
polygon 182.6919046607313 12.47731024427759 183.69720758105896 12.480428301763055 183.69985486350438 11.482768338343405 182.6972055319867 11.479368383027037,g.MP9401
polygon 182.69583953704134 12.51067895002025 183.70127221965447 12.513797027372476 183.70391450786212 11.516137050455285 182.70114638671973 11.51273711583299,g.MP9401
polygon 182.6958396543039 12.51061895234767 183.70127210326544 12.513737029664156 183.7039144004543 11.516077052771237 182.70114649322883 11.512677118111682,g.MP9401
polygon 182.7015203475592 11.544046310893265 183.7033448815777 11.547163814725096 183.7061312106891 10.549504238419559 182.7066558302947 10.54610370629048,g.MP9401
polygon 182.70546056263964 11.57734502828481 183.70740422227018 11.580462551806889 183.71018561003368 10.582802961370959 182.71060188747327 10.579402449759229,g.MP9401
polygon 182.7077554993133 11.552325992002906 183.70960961949888 11.555443500730206 183.71239472007946 10.557783920909017 182.71289243428092 10.554383393881096,g.MP9401
polygon 182.71005026049568 11.527346954008635 183.71181519089083 11.530464447967475 183.71460399757794 10.532804878757233 182.71518281501204 10.529404336340349,g.MP9401
polygon 182.71010034998594 11.527296955934034 183.71186510206545 11.53041444986333 183.71465391616996 10.532754880674275 182.71523289573673 10.52935433822664,g.MP9401
polygon 182.71395044220156 11.560715668856858 183.71583456473127 11.56383318254504 183.71861842037322 10.566173599162866 182.71908884896257 10.562773077304215,g.MP9401
polygon 182.71395054992203 11.56065567116785 183.7158344578112 11.56377318482059 183.71861832235655 10.566113601463869 182.7190889461567 10.56271307956824,g.MP9401
polygon 182.71819891145603 10.59402277961857 183.71677840059678 10.597139723556992 183.71970516605967 9.599480560257433 182.72316946609754 9.596079444611178,g.MP9401
polygon 182.72210418864634 10.6274115018728 183.72079271801567 10.630528465429236 183.72371456434246 9.63286928729228 182.72708048384627 9.629468192095246,g.MP9401
polygon 182.7243952273622 10.602382459729967 183.72300198332215 10.605499408579831 183.7259275172641 9.607840241563153 182.72936721892003 9.604439131036486,g.MP9401
polygon 182.72668611471906 10.577383416282714 183.72521139883992 10.580500350446002 183.7281406153527 9.582841194549388 182.7316538100173 9.57944006871378,g.MP9401
polygon 182.7305815646281 10.610722140589218 183.72921554484316 10.61383909433907 183.7321398501409 9.616179923615661 182.73555498991237 9.61277881819656,g.MP9401
polygon 183.58145595953812 16.29382979339556 184.6040912325787 16.296950159721035 184.60615403338477 15.299288809932904 183.587473409341 15.295891257876704,g.MP9401
polygon 183.58540857933963 16.327158455680888 184.60821795741305 16.330278842529964 184.61027551272394 15.332617482065743 183.59143260640178 15.329219951356876,g.MP9401
polygon 183.58780414011085 16.3021594591099 184.61048288835977 16.30527983056409 184.61254437845457 15.307618478105354 183.59382323316882 15.304220931383739,g.MP9401
polygon 183.59016963875342 16.277140463085303 184.61271788095306 16.280260819136174 184.61478330736347 15.28259947470363 183.59618379726282 15.27920191196037,g.MP9401
polygon 183.5941222817616 16.310499124394454 184.61684458276906 16.31361950098396 184.61890476039966 15.315958145852974 183.60014302042526 15.312560604472807,g.MP9401
polygon 183.60182172559897 15.343837736374624 184.61966349800264 15.346957520530069 184.62187465384977 14.349296485663729 183.60765418432828 14.345898327957542,g.MP9401
polygon 183.60574005540866 15.377176410786106 184.6237445564766 15.380296215281703 184.62595054251946 14.38263516901877 183.61157892662217 14.37923703247678,g.MP9401
polygon 183.60813126551275 15.352197404023286 184.6260138048441 15.355317193278438 184.6282236646032 14.357656155552064 183.61396533163997 14.354258003152196,g.MP9401
polygon 183.610482461614 15.327178398612617 184.62824306709194 15.330298172606504 184.6304568053359 14.332637143444344 183.6163117181433 14.329238975164813,g.MP9401
polygon 183.61444084190282 15.360537072440536 184.6323640754805 15.363656866783558 184.6345726420926 14.365995826205562 183.62027651193688 14.362597679099721,g.MP9401
polygon 183.62081572855405 14.393905333267995 184.6341862897816 14.397024540491586 184.6365437233117 13.399363840755214 183.62646779784447 13.395965082630369,g.MP9401
polygon 183.62473969464685 14.427234019706518 184.63826175507268 14.43035324708815 184.64061408859806 13.432692535255498 183.6303980186483 13.42929379811298,g.MP9401
polygon 183.62708674404334 14.402235005012955 184.64049513232052 14.405354217273967 184.642851291442 13.407693514512147 183.63274037604725 13.404294761630737,g.MP9401
polygon 183.6294337293388 14.377215990886583 184.64272857317144 14.380335188018236 184.64508855968856 13.382674494348322 183.63508266856604 13.379275725718756,g.MP9401
polygon 183.6333577245513 14.410574676339266 184.64680400957735 14.413693893644194 184.64915889262014 13.41603318785478 183.639012921475 13.412634440223513,g.MP9401
polygon 183.6383615352469 13.443942612704632 184.64757606764996 13.44706124779701 184.65007796629956 12.449400903066461 183.64383749800302 12.446001549304597,g.MP9401
polygon 183.64229104283785 13.477251310689269 184.65164603383712 13.480369965765007 184.65414289512648 12.482709608254325 183.64777311111925 12.47931027530042,g.MP9401
polygon 183.64463386130237 13.452302285964507 184.65388360966278 13.455420926071682 184.65638424423994 12.457760578131442 183.65011135593411 12.454361229591314,g.MP9401
polygon 183.6446339670434 13.45225228791874 184.653883504711 13.455370927995943 184.65638414684875 12.457710580074846 183.6501114525124 12.454311231503524,g.MP9401
polygon 183.6469767837735 13.427253264944241 184.65612108223795 13.43037189002601 184.65862550413166 12.432711551708024 183.6524496892018 12.429312187522342,g.MP9401
polygon 183.65086628115253 13.460611961155976 184.66015105857895 13.463730606248319 184.66265043652274 12.466070255118964 183.65634529880526 12.462670911769749,g.MP9401
polygon 183.6508663446401 13.460581962328575 184.6601509955652 13.463700607402913 184.66265037804578 12.466040256285098 183.65634535679408 12.462640912917138,g.MP9401
polygon 183.6546221516565 12.493979597772437 184.65998984798458 12.497097665181755 184.66263463576308 11.499437695016397 183.65992600886153 11.496037750037118,g.MP9401
polygon 183.6585170123372 12.527308304899904 184.66401450207326 12.530426392154666 184.6666543007737 11.532766408519876 183.66382684309093 11.529366484212332,g.MP9401
polygon 183.66085588929397 12.502309274682588 184.66625598921055 12.505427347051267 184.66889953024904 11.507767373517368 183.6661612390079 11.504367433703976,g.MP9401
polygon 183.66319469970628 12.477290245053169 184.66849754237438 12.480408302526754 184.67114482781253 11.482748339115176 183.66849556737986 11.479348383786416,g.MP9401
polygon 183.66708959567268 12.510648951183967 184.67252216145988 12.513767028518345 184.67516445415805 11.516107051613247 183.6723964399744 11.512707116972337,g.MP9401
polygon 183.66708965430388 12.51061895234767 184.6725221032654 12.513737029664156 184.6751644004543 11.516077052771237 183.6723964932288 11.512677118111696,g.MP9401
polygon 183.66957025792996 11.544096308967667 184.67139497054092 11.547213812829057 184.67418129223392 10.549554236502303 183.6747057494342 10.546153704404006,g.MP9401
polygon 183.67342056263965 11.577345028284796 184.67536422227025 11.580462551806889 184.6781456100338 10.582802961370959 183.67856188747325 10.579402449759215,g.MP9401
polygon 183.67576549931331 11.55232599200292 184.67761961949884 11.555443500730235 184.68040472007945 10.557783920909003 183.68090243428088 10.55438339388111,g.MP9401
polygon 183.6780502604957 11.52734695400865 184.67981519089082 11.53046444796749 184.6826039975779 10.532804878757204 183.68318281501206 10.529404336340349,g.MP9401
polygon 183.68195049606186 11.560685670012333 184.68383451127124 11.563803183682808 184.68661837136483 10.566143600313367 183.6870888975597 10.562743078436213,g.MP9401
polygon 183.68314886237084 10.594052778470697 184.68172844931837 10.597169722426713 184.68465521036208 9.599510559113781 183.6881194221682 9.596109443485915,g.MP9401
polygon 183.6870542707274 10.627361503786389 184.68574263654267 10.630478467313395 184.6886644902365 9.632819289198693 183.6920305573282 9.629418193971006,g.MP9401
polygon 183.6893452601129 10.602362460495257 184.68795195081412 10.605479409333384 184.69087748770238 9.60782024232563 183.69431724823286 9.60441913178667,g.MP9401
polygon 183.69159614738805 10.577363417047891 184.69012136641297 10.580480351199455 184.69305058587148 9.582821195311752 183.69656383925016 9.579420069463865,g.MP9401
polygon 183.6954698767128 9.644089019396404 184.69109838670005 9.647205406889725 184.6941646752774 8.649546675513903 183.700278727462 8.64614497974111,g.MP9401
polygon 183.69550156462805 10.610722140589218 184.69413554484316 10.613839094339056 184.69705985014085 9.616179923615647 183.70047498991235 9.612778818196531,g.MP9401
polygon 183.69938034356903 9.677447750344186 184.69510755423852 9.680564157324326 184.69816895606917 8.682905410460805 183.70419482123418 8.679503735007629,g.MP9401
polygon 183.7016675547331 9.65239870329809 184.69732061773576 9.655515095645256 184.70038568910064 8.657856360409241 183.70647780680892 8.654454669697742,g.MP9401
polygon 183.70395456128875 9.627419653447959 184.69953388430199 9.630536031205082 184.70260261446984 8.63287730757719 183.70876060163687 8.629475601652103,g.MP9401
polygon 183.70659555857142 8.694125056661463 184.69956254171825 8.697240890753207 184.70276767041483 7.699582610169827 183.71124566482717 7.696180337242751,g.MP9401
polygon 183.70659559847664 8.694095057796517 184.6995625021063 8.697210891870839 184.70276763517862 7.699552611301954 183.71124569976365 7.696150338356702,g.MP9401
polygon 183.70781510284888 9.6607883841409 184.703492977714 9.663904781388851 184.7065568200948 8.666246042257 183.71262676997205 8.662844356655754,g.MP9401
polygon 183.71047113560323 8.727453795531616 184.70352663827916 8.730569648990851 184.7067269052016 7.732911352273348 183.71512676373942 7.729509099548409,g.MP9401
polygon 183.7104711623126 8.727433796288423 184.70352661176602 8.730549649736034 184.706726881606 7.732891353028222 183.71512678713427 7.729489100291175,g.MP9401
polygon 183.71275447271148 8.702454741494677 184.70574354612788 8.705570580426539 184.70894745980124 7.707912295808626 183.71740595870796 7.704510027930297,g.MP9401
polygon 183.71275449934143 8.702434742251384 184.7057435196936 8.705550581171636 184.70894743628432 7.707892296563443 183.71740598202499 7.704490028672964,g.MP9401
polygon 183.71503771048708 8.677455687331332 184.70796055254692 8.680571511737725 184.71116811263792 7.682913239232491 183.71968505623465 7.6795109562025345,g.MP9401
polygon 183.71641780190348 7.744160911633912 184.70700903432274 7.747276195058262 184.71035252325504 6.749618384067475 183.72091189256614 6.746215536638616,g.MP9401
polygon 183.71890336249518 8.710794425935447 184.71191457471133 8.713910269713466 184.7151172718658 7.7162519810577095 183.72355623009904 7.71284971823431,g.MP9401
polygon 183.7203283816902 7.7774896565426985 184.71099816653717 7.780604959244087 184.71433680706778 6.78294713146002 183.7248279023947 6.7795443041458725,g.MP9401
polygon 183.72256798979112 7.752470598726973 184.7131787747552 7.755585886957306 184.71652105489233 6.757928071777371 183.72706343401023 6.754525229363324,g.MP9401
polygon 183.72480745246745 7.72749153929324 184.7153595272988 7.730606813077301 184.71870544103112 6.732949010494309 183.72929882844966 6.729546153006154,g.MP9401
polygon 183.7287281076961 7.7608302839249035 184.719358584655 7.763945576990281 184.72269964870213 6.766287757597453 183.733224913809 6.762884920228615,g.MP9401
polygon 184.55184502403915 17.24379148201585 185.57960287444698 17.246912436089715 185.5815149952288 16.24925079204189 184.55805236571837 16.24585385121503,g.MP9401
polygon 184.55579183301884 17.277100131663985 185.58373536570497 17.280221106452743 185.58564215756587 16.282559452467765 184.56200592598958 16.279162533179246,g.MP9401
polygon 184.55819173879516 17.252121144372268 185.58599598484682 17.255242103625704 185.5879067732989 16.25758045709044 184.56440076819948 16.254183521649054,g.MP9401
polygon 184.5606015834319 17.227122157616847 185.58826666465418 17.23024310132675 185.59018145109417 16.232581462261678 184.56680554884386 16.229184510658754,g.MP9401
polygon 184.56454832863645 17.260490805076657 185.59239921922168 17.263611769535018 185.59430866874462 16.265950120501955 184.57075905427612 16.26255319047246,g.MP9401
polygon 184.5688260380965 16.293799794599437 185.59146115460953 16.296920160906396 185.59352396013563 15.299258811127899 184.574843481982 15.2958612590525,g.MP9401
polygon 184.57278857933963 16.32715845568086 185.59559795741305 16.33027884252995 185.59765551272392 15.332617482065714 184.57881260640178 15.329219951356876,g.MP9401
polygon 184.5751441401109 16.302159459109916 185.59782288835976 16.305279830564118 185.5998843784545 15.30761847810534 184.58116323316878 15.304220931383767,g.MP9401
polygon 184.5751441925137 16.30213945991254 185.59782283635 16.305259831354405 185.59988432959196 15.30759847890208 184.58116328162572 15.304200932167689,g.MP9401
polygon 184.57749963875338 16.277140463085303 185.60004788095307 16.280260819136146 185.60211330736345 15.282599474703602 184.58351379726278 15.27920191196037,g.MP9401
polygon 184.58149236041163 16.31046912559853 185.60421450470898 16.31358950216952 185.60627468706102 15.315928147048183 184.58751309315505 15.312530605648817,g.MP9401
polygon 184.58469165219998 15.343867735181988 185.60253357085188 15.34698751935575 185.60474472204825 14.34932648447915 184.59052411669686 14.345928326792034,g.MP9401
polygon 184.5886600554087 15.377176410786092 185.60666455647652 15.380296215281689 185.60887054251944 14.382635169018783 184.5944989266221 14.379237032476794,g.MP9401
polygon 184.5910113144752 15.352177404818434 185.60889375624836 15.355297194061365 185.61110361910832 14.35763615634184 184.59684537675665 14.354238003929254,g.MP9401
polygon 184.593362461614 15.327178398612588 185.61112306709194 15.330298172606504 185.6133368053359 14.33263714344433 184.59919171814332 14.329238975164841,g.MP9401
polygon 184.5973208419028 15.360537072440536 185.61524407548052 15.363656866783543 185.6174526420926 14.365995826205562 184.60315651193696 14.362597679099736,g.MP9401
polygon 184.59948572855407 14.393905333267966 185.61285628978155 14.397024540491586 185.61521372331168 13.399363840755214 184.60513779784443 13.395965082630354,g.MP9401
polygon 184.60339980885507 14.427184021677334 185.6169216417186 14.430303249028753 185.6192739828964 13.432642537214178 184.60905812346954 13.429243800040211,g.MP9401
polygon 184.60570674404337 14.402235005012955 185.6191151323206 14.405354217273967 185.62147129144208 13.407693514512147 184.6113603760473 13.404294761630752,g.MP9401
polygon 184.60810368383088 14.377235990098626 185.62139861833907 14.380355187242358 185.6237586017972 13.38269449356514 184.61375262680812 13.379295724948179,g.MP9401
polygon 184.61202779298858 14.4105446775216 185.62547394165182 14.41366389480838 185.6278288292851 13.416003189029851 184.6176829842825 13.412604441379699,g.MP9401
polygon 184.61315153524683 13.443942612704618 185.6223660676499 13.447061247796995 185.62486796629955 12.449400903066504 184.61862749800298 12.446001549304611,g.MP9401
polygon 184.61708100045547 13.477271309907437 185.62643607590314 13.480389964995155 185.62893293416738 12.482729607476827 184.6225630724042 12.479330274535386,g.MP9401
polygon 184.61942392474708 13.452272287137049 185.62867354669172 13.455390927226233 185.6311741858052 12.457730579297461 184.62490141388116 12.454331230738617,g.MP9401
polygon 184.61942396704347 13.45225228791874 185.62867350471097 13.455370927995943 185.63117414684874 12.45771058007486 184.6249014525124 12.454311231503524,g.MP9401
polygon 184.6217267415631 13.427273264162736 185.63087112413325 13.430391889256484 185.63337554300364 12.432731550930825 184.6271996506542 12.429332186757605,g.MP9401
polygon 184.62565628115254 13.460611961155948 185.6349410585789 13.463730606248305 185.63744043652272 12.466070255118964 184.6311352988053 12.462670911769735,g.MP9401
polygon 184.62565634464016 13.460581962328575 185.63494099556516 13.463700607402942 185.63744037804585 12.466040256285112 184.63113535679412 12.462640912917138,g.MP9401
polygon 184.62587215165652 12.493979597772437 185.6312398479846 12.497097665181755 185.63388463576314 11.499437695016397 184.6311760088616 11.496037750037132,g.MP9401
polygon 184.62976701233728 12.527308304899933 185.63526450207328 12.53042639215468 185.63790430077367 11.532766408519862 184.63507684309096 11.529366484212346,g.MP9401
polygon 184.63210588929397 12.502309274682588 185.63750598921052 12.505427347051253 185.64014953024903 11.50776737351734 184.6374112390079 11.504367433704004,g.MP9401
polygon 184.63440466073132 12.477310244277575 185.63970758105899 12.480428301763055 185.64235486350444 11.48276833834339 184.6397055319867 11.479368383027037,g.MP9401
polygon 184.63753049096493 11.543966313974266 185.63935473923738 11.547083817758761 185.6421410802183 10.54942424148723 184.64266595967052 10.546023709308827,g.MP9401
polygon 184.63833959567273 12.510648951183953 185.64377216145985 12.513767028518345 185.64641445415808 11.516107051613275 184.64364643997436 11.512707116972322,g.MP9401
polygon 184.63833965430388 12.51061895234767 185.64377210326546 12.513737029664156 185.64641440045435 11.516077052771237 184.64364649322886 11.512677118111696,g.MP9401
polygon 184.64142056263967 11.57734502828481 185.6433642222702 11.580462551806903 185.64614561003373 10.582802961370945 184.64656188747318 10.5794024497592,g.MP9401
polygon 184.64371546343418 11.552345991232613 185.64556965511142 11.555463499971793 185.64835475272443 10.557803920142064 184.6488524019099 10.554403393126464,g.MP9401
polygon 184.64601020680144 11.527376952853416 185.6477752441862 11.530494446830005 185.65056404642286 10.532834877606973 184.65114276657704 10.529434335208578,g.MP9401
polygon 184.64810891145598 10.594022779618584 185.64668840059673 10.597139723557007 185.64961516605968 9.599480560257433 184.65307946609744 9.59607944461115,g.MP9401
polygon 184.64995044220154 11.56071566885683 185.6518345647313 11.56383318254504 185.65461842037323 10.566173599162852 184.65508884896255 10.5627730773042,g.MP9401
polygon 184.652014237895 10.627381503020942 185.6507026691318 10.630498466559743 185.65362451987886 9.63283928843613 184.65699052793545 9.629438193220679,g.MP9401
polygon 184.6543052273622 10.602382459729967 185.65291198332218 10.605499408579817 185.65583751726413 9.607840241563153 184.65927721892007 9.604439131036472,g.MP9401
polygon 184.65659611471906 10.5773834162827 185.65512139884 10.580500350446016 185.65805061535272 9.582841194549417 184.6615638100173 9.57944006871378,g.MP9401
polygon 184.6577198767128 9.644089019396418 185.6533483867 9.647205406889697 185.6564146752774 8.64954667551389 184.66252872746205 8.646144979741123,g.MP9401
polygon 184.65775983224913 9.644119018255296 185.65338843083552 9.647235405766125 185.65645471501873 8.649576674376362 184.66256868805687 8.646174978621872,g.MP9401
polygon 184.66050161379493 10.610692141737204 185.65913549604056 10.613809095469463 185.662059805758 9.616149924759355 184.66547503392158 9.612748819321908,g.MP9401
polygon 184.66163038819374 9.67741775148555 185.6573575099432 9.680534158448168 185.6604189161688 8.682875411598545 184.66644486079704 8.679473736127122,g.MP9401
polygon 184.66391755473302 9.652398703298104 185.6595706177358 9.655515095645228 185.66263568910054 8.657856360409255 184.6687278068089 8.654454669697742,g.MP9401
polygon 184.66620456128877 9.627419653447944 185.66178388430194 9.630536031205082 185.6648526144698 8.63287730757719 184.6710106016369 8.629475601652118,g.MP9401
polygon 184.66638555857142 8.694125056661449 185.65935254171828 8.697240890753235 185.66255767041477 7.699582610169827 184.6710356648272 7.696180337242751,g.MP9401
polygon 184.6664255585714 8.694125056661463 185.65939254171823 8.697240890753235 185.66259767041475 7.699582610169827 184.67107566482716 7.696180337242751,g.MP9401
polygon 184.67006523648107 9.660698387564608 185.6657428450681 9.663814784759978 185.66880670063256 8.666156045669908 184.67487688842374 8.662754360013821,g.MP9401
polygon 184.67030113560324 8.727453795531602 185.66335663827914 8.730569648990851 185.6665569052016 7.732911352273362 184.67495676373937 7.729509099548395,g.MP9401
polygon 184.67258447271146 8.702454741494648 185.66557354612794 8.70557058042651 185.66877745980122 7.70791229580864 184.67723595870785 7.704510027930297,g.MP9401
polygon 184.67407780190356 7.744160911633912 185.66466903432277 7.747276195058262 185.66801252325504 6.749618384067475 184.6785718925661 6.746215536638616,g.MP9401
polygon 184.67407783730664 7.744130912763509 185.66466899917822 7.747246196170508 185.6680124924744 6.749588385194841 184.67857192308315 6.746185537747849,g.MP9401
polygon 184.674867710487 8.677455687331374 185.667790552547 8.680571511737725 185.6709981126379 7.682913239232491 184.67951505623458 7.6795109562025345,g.MP9401
polygon 184.677958405397 7.77746965729591 185.66862814300353 7.780584959985731 185.67196678644356 6.782927132211711 184.6824579228423 6.7795243048854985,g.MP9401
polygon 184.67869350910476 8.7106844300976 185.67170442917896 8.713800273811685 185.67490714237894 7.716141985209163 184.68334635848456 7.7127397223191,g.MP9401
polygon 184.6802379897911 7.752470598727001 185.67084877475523 7.755585886957306 185.67419105489225 6.757928071777357 184.68473343401018 6.754525229363324,g.MP9401
polygon 184.6807983180108 6.7941666063913715 185.66929616571483 6.797281341544348 185.6727777426686 5.7996240189524 184.68513888905593 5.796220599324187,g.MP9401
polygon 184.68251745246747 7.72749153929324 185.67306952729885 7.730606813077316 185.6764154410311 6.732949010494323 184.68700882844962 6.72954615300614,g.MP9401
polygon 184.68467378308992 6.827555354360413 185.67324045019146 6.8306701087456645 185.67671717632956 5.833012768669448 184.68901970984734 5.82960936911617,g.MP9401
polygon 184.6863980722143 7.760860282795207 185.6770286198776 7.763975575877936 185.68036967956078 6.766317756469974 184.69089488321467 6.76291491911924,g.MP9401
polygon 184.68694968761545 6.802526292931276 185.6754647335304 6.805641032899274 185.67894509597346 5.8079837059275405 184.69129159932908 5.804580291325351,g.MP9401
polygon 184.68922543301386 6.777557229154823 185.67768917480046 6.7806719547416066 185.68117316477776 5.783014640855939 184.69356334088585 5.779611211242241,g.MP9401
polygon 184.69307106704255 6.810865980210167 185.68160329158994 6.813980724981832 185.68508244242182 5.816323393642236 184.69741431639326 5.812919984054176,g.MP9401
polygon 185.54396502403915 17.24379148201585 186.57172287444698 17.24691243608973 186.57363499522876 16.249250792041863 185.55017236571834 16.24585385121503,g.MP9401
