position_bounds,energy_bandpassName
polygon 182.64210579690365 14.393875334450144 183.65547622194313 14.396994541655602 183.65783366006266 13.399333841930115 182.6477578605666 13.395935083786384,g.MP9401
polygon 182.64598969464683 14.427234019706518 183.65951175507266 14.430353247088178 183.66186408859804 13.432692535255484 182.6516480186483 13.429293798112965,g.MP9401
polygon 182.64837667564987 14.40226500383072 183.66178520020267 14.40538421610988 183.66414135473417 13.407723513337132 182.6540303132823 13.404324760474623,g.MP9401
polygon 182.65072372933884 14.377215990886597 183.6640185731714 14.380335188018236 183.6663785596885 13.382674494348308 182.656372668566 13.379275725718756,g.MP9401
polygon 182.6546477245513 14.410574676339294 183.66809400957735 14.413693893644194 183.67044889262013 13.416033187854765 182.66030292147502 13.412634440223513,g.MP9401
polygon 182.66352147184512 13.44397261153216 183.67273613057841 13.447091246642543 183.67523802469208 12.449430901900527 182.6689974400978 12.44603154815735,g.MP9401
polygon 182.66745093688172 13.477301308734624 183.67680613900228 13.480419963840347 183.6793029927288 12.482759606310509 182.6729330143315 12.479360273387854,g.MP9401
polygon 182.66980386130234 13.452302285964507 183.6790536096628 13.45542092607171 183.6815542442399 12.457760578131442 182.67528135593415 12.454361229591314,g.MP9401
polygon 182.67210674156303 13.427273264162721 183.68125112413327 13.430391889256498 183.68375554300368 12.43273155093081 182.6775796506542 12.429332186757605,g.MP9401
polygon 182.6760362811526 13.460611961155976 183.68532105857886 13.46373060624829 183.68782043652268 12.466070255118979 182.68151529880524 12.46267091176972,g.MP9401
polygon 182.6833721516565 12.493979597772437 183.68873984798458 12.497097665181727 183.691384635763 11.499437695016383 182.68867600886153 11.496037750037132,g.MP9401
polygon 182.6872670123372 12.527308304899918 183.69276450207335 12.530426392154666 183.69540430077367 11.53276640851989 182.69257684309096 11.529366484212304,g.MP9401
polygon 182.689605889294 12.502309274682588 183.69500598921044 12.505427347051238 183.69764953024898 11.507767373517353 182.69491123900792 11.504367433703976,g.MP9401
polygon 182.6919046607313 12.47731024427759 183.69720758105896 12.480428301763055 183.69985486350438 11.482768338343405 182.6972055319867 11.479368383027037,g.MP9401
polygon 182.69583959567274 12.510648951183953 183.7012721614599 12.513767028518345 183.70391445415817 11.516107051613275 182.70114643997434 11.512707116972337,g.MP9401
polygon 182.70157034755917 11.544046310893279 183.70339488157774 11.547163814725096 183.7061812106891 10.549504238419544 182.70670583029465 10.54610370629048,g.MP9401
polygon 182.70546056263964 11.57734502828481 183.70740422227018 11.580462551806889 183.71018561003368 10.582802961370959 182.71060188747327 10.579402449759229,g.MP9401
polygon 182.7077554993133 11.552325992002906 183.70960961949888 11.555443500730206 183.71239472007946 10.557783920909017 182.71289243428092 10.554383393881096,g.MP9401
polygon 182.71005026049568 11.527346954008635 183.71181519089083 11.530464447967475 183.71460399757794 10.532804878757233 182.71518281501204 10.529404336340349,g.MP9401
polygon 182.71399049606185 11.560685670012333 183.71587451127115 11.56380318368278 183.7186583713648 10.566143600313367 182.71912889755973 10.562743078436228,g.MP9401
polygon 182.71819886237085 10.594052778470669 183.7167784493184 10.597169722426713 183.71970521036204 9.599510559113781 182.7231694221682 9.5961094434859,g.MP9401
polygon 182.71819891145603 10.59402277961857 183.71677840059678 10.597139723556992 183.71970516605967 9.599480560257433 182.72316946609754 9.596079444611178,g.MP9401
polygon 182.72210423789502 10.627381503020956 183.7207926691318 10.630498466559743 183.72371451987885 9.63283928843613 182.72708052793547 9.629438193220679,g.MP9401
polygon 182.7243452273622 10.602382459729967 183.72295198332213 10.605499408579831 183.72587751726417 9.607840241563153 182.72931721892004 9.604439131036486,g.MP9401
polygon 182.72439526011289 10.602362460495257 183.72300195081405 10.605479409333384 183.72592748770242 9.607820242325616 182.7293672482328 9.60441913178667,g.MP9401
polygon 182.72668611471906 10.577383416282714 183.72521139883992 10.580500350446002 183.7281406153527 9.582841194549388 182.7316538100173 9.57944006871378,g.MP9401
polygon 182.7305815646281 10.610722140589218 183.72921554484316 10.61383909433907 183.7321398501409 9.616179923615661 182.73555498991237 9.61277881819656,g.MP9401
polygon 183.58149588097947 16.293859792191682 184.6041313105481 16.296980158535632 184.60619410663406 15.299318808737866 183.58751333669974 15.295921256700908,g.MP9401
polygon 183.58540863183399 16.327138456483723 184.60821790531236 16.330258843320493 184.6102754637718 15.332597482862639 183.59143265494762 15.32919995214101,g.MP9401
polygon 183.58780414011085 16.3021594591099 184.61048288835977 16.30527983056409 184.61254437845457 15.307618478105354 183.59382323316882 15.304220931383739,g.MP9401
polygon 183.5901695864421 16.277160462282865 184.61271793287202 16.280280818346057 184.6147833561365 15.28261947390709 183.59618374889462 15.279221911176634,g.MP9401
polygon 183.5941222817616 16.310499124394454 184.61684458276906 16.31361950098396 184.61890476039966 15.315958145852974 183.60014302042526 15.312560604472807,g.MP9401
polygon 183.60182165219993 15.343867735181988 184.61966357085186 15.34698751935575 184.62187472204826 14.34932648447915 183.60765411669684 14.34592832679202,g.MP9401
polygon 183.6057800063567 15.377196409990773 184.6237846051612 15.380316214498578 184.62599058810207 14.382655168228837 183.61161888141845 14.379257031699552,g.MP9401
polygon 183.60813126551275 15.352197404023286 184.6260138048441 15.355317193278438 184.6282236646032 14.357656155552064 183.61396533163997 14.354258003152196,g.MP9401
polygon 183.61048241274102 15.327198397817625 184.62824311559888 15.330318171823734 184.63045685074314 14.332657142654739 183.61631167311361 14.329258974387926,g.MP9401
polygon 183.61444084190282 15.360537072440536 184.6323640754805 15.363656866783558 184.6345726420926 14.365995826205562 183.62027651193688 14.362597679099721,g.MP9401
polygon 183.62077572855404 14.393905333267995 184.6341462897816 14.397024540491586 184.63650372331168 13.399363840755186 183.62642779784449 13.395965082630369,g.MP9401
polygon 183.62473969464685 14.427234019706518 184.63826175507268 14.43035324708815 184.64061408859806 13.432692535255498 183.6303980186483 13.42929379811298,g.MP9401
polygon 183.62708674404334 14.402235005012955 184.64049513232052 14.405354217273967 184.642851291442 13.407693514512147 183.63274037604725 13.404294761630737,g.MP9401
polygon 183.62939368383087 14.377235990098626 184.64268861833912 14.380355187242358 184.64504860179719 13.382694493565168 183.6350426268081 13.379295724948179,g.MP9401
polygon 183.6333577245513 14.410574676339266 184.64680400957735 14.413693893644194 184.64915889262014 13.41603318785478 183.639012921475 13.412634440223513,g.MP9401
polygon 183.6383615352469 13.443942612704632 184.64757606764996 13.44706124779701 184.65007796629956 12.449400903066461 183.64383749800302 12.446001549304597,g.MP9401
polygon 183.6422909368818 13.477301308734624 184.65164613900225 13.480419963840347 184.65414299272882 12.482759606310537 183.6477730143315 12.479360273387826,g.MP9401
polygon 183.6422910004555 13.477271309907408 184.6516460759031 13.48038996499514 184.6541429341674 12.482729607476827 183.64777307240416 12.479330274535386,g.MP9401
polygon 183.64463392474707 13.452272287137035 184.6538835466917 13.455390927226233 184.6563841858051 12.457730579297476 183.65011141388106 12.454331230738632,g.MP9401
polygon 183.6446339670434 13.45225228791874 184.653883504711 13.455370927995943 184.65638414684875 12.457710580074846 183.6501114525124 12.454311231503524,g.MP9401
polygon 183.64693667824727 13.427303262990407 184.65608118697645 13.430421888102131 184.65858560131178 12.432761549764962 183.6524095928328 12.429362185610515,g.MP9401
polygon 183.64693674156297 13.427273264162736 184.65608112413332 13.430391889256484 184.6585855430037 12.43273155093081 183.6524096506542 12.42933218675762,g.MP9401
polygon 183.64697674156307 13.427273264162736 184.65612112413328 13.43039188925647 184.65862554300372 12.43273155093081 183.65244965065418 12.429332186757605,g.MP9401
polygon 183.65086628115253 13.460611961155976 184.66015105857895 13.463730606248319 184.66265043652274 12.466070255118964 183.65634529880526 12.462670911769749,g.MP9401
polygon 183.65090628115254 13.460611961155976 184.66019105857893 13.463730606248305 184.66269043652264 12.46607025511895 183.65638529880528 12.462670911769749,g.MP9401
polygon 183.6546221516565 12.493979597772437 184.65998984798458 12.497097665181755 184.66263463576308 11.499437695016397 183.65992600886153 11.496037750037118,g.MP9401
polygon 183.65855701233724 12.527308304899918 184.6640545020733 12.53042639215468 184.66669430077368 11.532766408519876 183.663866843091 11.52936648421236,g.MP9401
polygon 183.66081592835332 12.50228927545831 184.66621595044214 12.505407347815108 184.66885949447413 11.507747374289295 183.6661212744834 11.504347434463526,g.MP9401
polygon 183.66319466073136 12.477310244277561 184.66849758105892 12.480428301763055 184.67114486350437 11.48276833834339 183.66849553198668 11.479368383027037,g.MP9401
polygon 183.66708959567268 12.510648951183967 184.67252216145988 12.513767028518345 184.67516445415805 11.516107051613247 183.6723964399744 11.512707116972337,g.MP9401
polygon 183.66957040133644 11.54401631204864 184.6713948282 11.547133815862736 184.67418116176242 10.549474239569918 183.67470587881067 10.546073707422352,g.MP9401
polygon 183.67347056263964 11.57734502828481 184.67541422227018 11.580462551806903 184.67819561003375 10.582802961370945 183.67861188747324 10.5794024497592,g.MP9401
polygon 183.67576546343417 11.552345991232627 184.6776196551113 11.555463499971793 184.6804047527244 10.557803920142064 183.68090240190992 10.554403393126478,g.MP9401
polygon 183.6780502604957 11.52734695400865 184.67981519089082 11.53046444796749 184.6826039975779 10.532804878757204 183.68318281501206 10.529404336340349,g.MP9401
polygon 183.68195049606186 11.560685670012333 184.68383451127124 11.563803183682808 184.68661837136483 10.566143600313367 183.6870888975597 10.562743078436213,g.MP9401
polygon 183.683148911456 10.594022779618584 184.68172840059677 10.597139723557007 184.68465516605963 9.599480560257433 183.68811946609748 9.596079444611178,g.MP9401
polygon 183.68705423789504 10.627381503020942 184.6857426691318 10.630498466559743 184.68866451987878 9.63283928843613 183.69203052793543 9.629438193220707,g.MP9401
polygon 183.6893452601129 10.602362460495257 184.68795195081412 10.605479409333384 184.69087748770238 9.60782024232563 183.69431724823286 9.60441913178667,g.MP9401
polygon 183.69163611471902 10.5773834162827 184.69016139883996 10.580500350446002 184.69309061535265 9.582841194549403 183.6966038100173 9.57944006871378,g.MP9401
polygon 183.6954698767128 9.644089019396404 184.69109838670005 9.647205406889725 184.6941646752774 8.649546675513903 183.700278727462 8.64614497974111,g.MP9401
polygon 183.69550156462805 10.610722140589218 184.69413554484316 10.613839094339056 184.69705985014085 9.616179923615647 183.70047498991235 9.612778818196531,g.MP9401
polygon 183.69554151546106 10.610752139441189 184.69417559364598 10.613869093208663 184.69709989452397 9.616209922471924 183.70051494590305 9.61280881707117,g.MP9401
polygon 183.69938038819376 9.677417751485564 184.69510750994326 9.680534158448168 184.6981689161688 8.682875411598545 183.70419486079706 8.679473736127122,g.MP9401
polygon 183.70166752506387 9.652418702537318 184.697320647186 9.655535094896123 184.70038571562125 8.657876359650857 183.7064777805126 8.654474668951565,g.MP9401
polygon 183.70395456128875 9.627419653447959 184.69953388430199 9.630536031205082 184.70260261446984 8.63287730757719 183.70876060163687 8.629475601652103,g.MP9401
polygon 183.70659559847664 8.694095057796517 184.6995625021063 8.697210891870839 184.70276763517862 7.699552611301954 183.71124569976365 7.696150338356702,g.MP9401
polygon 183.70786514739314 9.66075838528215 184.70354293349848 9.663874782512579 184.7066067802739 8.666216043394599 183.71267680945604 8.66281435777509,g.MP9401
polygon 183.71047113560323 8.727453795531616 184.70352663827916 8.730569648990851 184.7067269052016 7.732911352273348 183.71512676373942 7.729509099548409,g.MP9401
polygon 183.7127544327665 8.702484740359608 184.70574358577943 8.705600579308907 184.70894749507684 7.707942294676471 183.71740592373243 7.704540026816289,g.MP9401
polygon 183.71503771048708 8.677455687331332 184.70796055254692 8.680571511737725 184.71116811263792 7.682913239232491 183.71968505623465 7.6795109562025345,g.MP9401
polygon 183.71641780190348 7.744160911633912 184.70700903432274 7.747276195058262 184.71035252325504 6.749618384067475 183.72091189256614 6.746215536638616,g.MP9401
polygon 183.71890336249518 8.710794425935447 184.71191457471133 8.713910269713466 184.7151172718658 7.7162519810577095 183.72355623009904 7.71284971823431,g.MP9401
polygon 183.7202883816902 7.7774896565426985 184.71095816653715 7.780604959244101 184.7142968070678 6.782947131460006 183.7247879023948 6.7795443041458725,g.MP9401
polygon 183.72256796616287 7.752490597973903 184.71317879821083 7.7556058862157755 184.71652107543864 6.757948071025751 183.72706341363983 6.754545228623783,g.MP9401
polygon 183.7248474524674 7.727491539293226 184.71539952729879 7.730606813077316 184.71874544103116 6.732949010494323 183.7293388284496 6.729546153006126,g.MP9401
polygon 183.72868807221428 7.760860282795207 184.71931861987758 7.763975575877936 184.72265967956076 6.766317756469974 183.73318488321468 6.762914919119254,g.MP9401
polygon 184.55184502403915 17.24379148201585 185.57960287444698 17.246912436089715 185.5815149952288 16.24925079204189 184.55805236571837 16.24585385121503,g.MP9401
polygon 184.55579177700264 17.277120130853035 185.58373542130062 17.28024110565427 185.5856422099611 16.28257945166331 184.56200587402878 16.279182532387736,g.MP9401
polygon 184.55819173879516 17.252121144372268 185.58599598484682 17.255242103625704 185.5879067732989 16.25758045709044 184.56440076819948 16.254183521649054,g.MP9401
polygon 184.5606015834319 17.227122157616847 185.58826666465418 17.23024310132675 185.59018145109417 16.232581462261678 184.56680554884386 16.229184510658754,g.MP9401
polygon 184.56454841256738 17.260460806292812 185.59239913592108 17.263581770732543 185.5943085902434 16.265920121708405 184.5707591321266 16.262523191659483,g.MP9401
polygon 184.5687858809795 16.293859792191682 185.59142131054813 16.29698015853566 185.59348410663398 15.299318808737851 184.57480333669977 15.295921256700908,g.MP9401
polygon 184.57278857933963 16.32715845568086 185.59559795741305 16.33027884252995 185.59765551272392 15.332617482065714 184.57881260640178 15.329219951356876,g.MP9401
polygon 184.5751441925137 16.30213945991254 185.59782283635 16.305259831354405 185.59988432959196 15.30759847890208 184.58116328162572 15.304200932167689,g.MP9401
polygon 184.57749958644212 16.277160462282865 185.6000479328721 16.280280818346057 185.60211335613647 15.282619473907076 184.58351374889466 15.279221911176649,g.MP9401
polygon 184.58149228176165 16.310499124394454 185.60421458276915 16.31361950098396 185.6062747603997 15.315958145852989 184.58751302042526 15.312560604472822,g.MP9401
polygon 184.58469165219998 15.343867735181988 185.60253357085188 15.34698751935575 185.60474472204825 14.34932648447915 184.59052411669686 14.345928326792034,g.MP9401
polygon 184.5886600554087 15.377176410786092 185.60666455647652 15.380296215281689 185.60887054251944 14.382635169018783 184.5944989266221 14.379237032476794,g.MP9401
polygon 184.5910113144752 15.352177404818434 185.60889375624836 15.355297194061365 185.61110361910832 14.35763615634184 184.59684537675665 14.354238003929254,g.MP9401
polygon 184.59336241274107 15.32719839781764 185.6111231155989 15.330318171823748 185.61333685074314 14.332657142654739 184.59919167311364 14.329258974387926,g.MP9401
polygon 184.5973208419028 15.360537072440536 185.61524407548052 15.363656866783543 185.6174526420926 14.365995826205562 184.60315651193696 14.362597679099736,g.MP9401
polygon 184.59948572855407 14.393905333267966 185.61285628978155 14.397024540491586 185.61521372331168 13.399363840755214 184.60513779784443 13.395965082630354,g.MP9401
polygon 184.60339969464684 14.427234019706518 185.6169217550726 14.43035324708815 185.61927408859808 13.43269253525547 184.6090580186483 13.42929379811298,g.MP9401
polygon 184.60575678963906 14.402215005801096 185.61916508706594 14.405334218050044 185.6215212492473 13.407673515295457 184.61141041789043 13.4042747624015,g.MP9401
polygon 184.6080636838308 14.377235990098612 185.6213586183391 14.380355187242372 185.62371860179724 13.382694493565168 184.6137126268081 13.379295724948179,g.MP9401
polygon 184.60810368383088 14.377235990098626 185.62139861833907 14.380355187242358 185.6237586017972 13.38269449356514 184.61375262680812 13.379295724948179,g.MP9401
polygon 184.61202772455124 14.410574676339294 185.6254740095774 14.413693893644194 185.6278288926202 13.41603318785478 184.61768292147502 13.412634440223513,g.MP9401
polygon 184.61315153524683 13.443942612704618 185.6223660676499 13.447061247796995 185.62486796629955 12.449400903066504 184.61862749800298 12.446001549304611,g.MP9401
polygon 184.61708100045547 13.477271309907437 185.62643607590314 13.480389964995155 185.62893293416738 12.482729607476827 184.6225630724042 12.479330274535386,g.MP9401
polygon 184.61942392474708 13.452272287137049 185.62867354669172 13.455390927226233 185.6311741858052 12.457730579297461 184.62490141388116 12.454331230738617,g.MP9401
polygon 184.6194639670435 13.45225228791874 185.628713504711 13.455370927995943 185.63121414684872 12.457710580074874 184.62494145251236 12.454311231503539,g.MP9401
polygon 184.6217667415631 13.427273264162721 185.63091112413326 13.430391889256484 185.63341554300368 12.432731550930797 184.62723965065422 12.42933218675762,g.MP9401
polygon 184.62565628115254 13.460611961155948 185.6349410585789 13.463730606248305 185.63744043652272 12.466070255118964 184.6311352988053 12.462670911769735,g.MP9401
polygon 184.62569628115256 13.460611961155948 185.63498105857892 13.463730606248305 185.63748043652268 12.466070255118964 184.6311752988053 12.46267091176972,g.MP9401
polygon 184.62569634464023 13.460581962328575 185.6349809955652 13.46370060740297 185.63748037804584 12.466040256285112 184.63117535679402 12.462640912917138,g.MP9401
polygon 184.62587215165652 12.493979597772437 185.6312398479846 12.497097665181755 185.63388463576314 11.499437695016397 184.6311760088616 11.496037750037132,g.MP9401
polygon 184.62976701233728 12.527308304899933 185.63526450207328 12.53042639215468 185.63790430077367 11.532766408519862 184.63507684309096 11.529366484212346,g.MP9401
polygon 184.63214588929395 12.502309274682588 185.63754598921045 12.505427347051238 185.64018953024902 11.50776737351734 184.63745123900785 11.504367433703976,g.MP9401
polygon 184.63440466073132 12.477310244277575 185.63970758105899 12.480428301763055 185.64235486350444 11.48276833834339 184.6397055319867 11.479368383027037,g.MP9401
polygon 184.63748040133643 11.544016312048655 185.6393048282 11.547133815862736 185.6420911617624 10.549474239569946 184.64261587881074 10.54607370742238,g.MP9401
polygon 184.63833965430388 12.51061895234767 185.64377210326546 12.513737029664156 185.64641440045435 11.516077052771237 184.64364649322886 11.512677118111696,g.MP9401
polygon 184.64142056263967 11.57734502828481 185.6433642222702 11.580462551806903 185.64614561003373 10.582802961370945 184.64656188747318 10.5794024497592,g.MP9401
polygon 184.64371546343418 11.552345991232613 185.64556965511142 11.555463499971793 185.64835475272443 10.557803920142064 184.6488524019099 10.554403393126464,g.MP9401
polygon 184.64601026049567 11.527346954008635 185.64777519089074 11.53046444796749 185.65056399757785 10.532804878757233 184.65114281501207 10.529404336340363,g.MP9401
polygon 184.64810886237078 10.594052778470669 185.64668844931833 10.597169722426727 185.6496152103621 9.599510559113781 184.65307942216822 9.596109443485915,g.MP9401
polygon 184.64991049606184 11.560685670012333 185.6517945112712 11.563803183682808 185.65457837136486 10.566143600313353 184.65504889755977 10.562743078436242,g.MP9401
polygon 184.652014237895 10.627381503020942 185.6507026691318 10.630498466559743 185.65362451987886 9.63283928843613 184.65699052793545 9.629438193220679,g.MP9401
polygon 184.65430526011286 10.602362460495257 185.65291195081417 10.60547940933337 185.65583748770237 9.607820242325616 184.65927724823274 9.60441913178667,g.MP9401
polygon 184.65659611471906 10.5773834162827 185.65512139884 10.580500350446016 185.65805061535272 9.582841194549417 184.6615638100173 9.57944006871378,g.MP9401
polygon 184.6577198767128 9.644089019396418 185.6533483867 9.647205406889697 185.6564146752774 8.64954667551389 184.66252872746205 8.646144979741123,g.MP9401
polygon 184.66050156462808 10.610722140589218 185.65913554484317 10.613839094339056 185.66205985014093 9.616179923615647 184.6654749899124 9.612778818196531,g.MP9401
polygon 184.66163038819374 9.67741775148555 185.6573575099432 9.680534158448168 185.6604189161688 8.682875411598545 184.66644486079704 8.679473736127122,g.MP9401
polygon 184.66391752506385 9.652418702537304 185.65957064718594 9.655535094896138 185.66263571562118 8.657876359650857 184.6687277805126 8.654474668951565,g.MP9401
polygon 184.66620456128877 9.627419653447944 185.66178388430194 9.630536031205082 185.6648526144698 8.63287730757719 184.6710106016369 8.629475601652118,g.MP9401
polygon 184.66638555857142 8.694125056661449 185.65935254171828 8.697240890753235 185.66255767041477 7.699582610169827 184.6710356648272 7.696180337242751,g.MP9401
polygon 184.6701051473931 9.660758385282179 185.66578293349852 9.663874782512565 185.66884678027392 8.666216043394613 184.67491680945608 8.66281435777509,g.MP9401
polygon 184.67030113560324 8.727453795531602 185.66335663827914 8.730569648990851 185.6665569052016 7.732911352273362 184.67495676373937 7.729509099548395,g.MP9401
polygon 184.67254447271148 8.702454741494648 185.66553354612788 8.70557058042651 185.66873745980126 7.707912295808626 184.67719595870796 7.7045100279302545,g.MP9401
polygon 184.67407780190356 7.744160911633912 185.66466903432277 7.747276195058262 185.66801252325504 6.749618384067475 184.6785718925661 6.746215536638616,g.MP9401
polygon 184.67482771048708 8.677455687331346 185.66775055254698 8.680571511737739 185.67095811263792 7.682913239232477 184.67947505623465 7.6795109562025345,g.MP9401
polygon 184.6779583816902 7.777489656542684 185.66862816653713 7.780604959244087 185.67196680706775 6.78294713146002 184.68245790239476 6.7795443041458725,g.MP9401
polygon 184.67874336249514 8.710794425935475 185.67175457471131 8.713910269713438 185.6749572718658 7.716251981057667 184.683396230099 7.712849718234324,g.MP9401
polygon 184.68023796616285 7.752490597973903 185.67084879821087 7.75560588621579 185.67419107543864 6.757948071025723 184.6847334136398 6.754545228623783,g.MP9401
polygon 184.6808382870599 6.794196605266563 185.66933619644132 6.797311340436821 185.67281776903684 5.799654017829155 184.68517886291576 5.796250598218933,g.MP9401
polygon 184.6824774524674 7.72749153929324 185.6730295272988 7.730606813077301 185.67637544103113 6.7329490104943375 184.68696882844964 6.729546153006126,g.MP9401
polygon 184.68467381419637 6.827525355485378 185.6732404193107 6.830640109853334 185.676717149807 5.832982769792807 184.68901973614058 5.829579370221509,g.MP9401
polygon 184.68634810769612 7.7608302839249035 185.67697858465493 7.763945576990309 185.68031964870218 6.766287757597439 184.69084491380895 6.762884920228586,g.MP9401
polygon 184.68694968761545 6.802526292931276 185.6754647335304 6.805641032899274 185.67894509597346 5.8079837059275405 184.69129159932908 5.804580291325351,g.MP9401
polygon 184.68922546388717 6.777527230279617 185.6776891441509 6.780641955849077 185.68117313848654 5.782984641979169 184.69356336694972 5.779581212347438,g.MP9401
polygon 184.69311106704248 6.810865980210181 185.68164329158995 6.813980724981832 185.68512244242186 5.816323393642236 184.6974543163933 5.812919984054162,g.MP9401
polygon 185.54396502403915 17.24379148201585 186.57172287444698 17.24691243608973 186.57363499522876 16.249250792041863 185.55017236571834 16.24585385121503,g.MP9401
polygon 185.5479117770026 17.277120130853064 186.57585542130067 17.280241105654255 186.57776220996104 16.28257945166331 185.5541258740288 16.279182532387722,g.MP9401
polygon 185.55032173879516 17.252121144372254 186.5781259848468 17.255242103625704 186.58003677329887 16.257580457090427 185.55653076819948 16.254183521649054,g.MP9401
polygon 185.55268158343185 17.22712215761686 186.58034666465417 17.23024310132675 186.58226145109418 16.232581462261706 185.5588855488438 16.229184510658754,g.MP9401
polygon 185.55612609046872 16.29377979540199 186.57876110263004 16.296900161696684 186.580823911303 15.299238811924553 185.56214353040926 15.29584125983638,g.MP9401
polygon 185.55666841256732 17.260460806292812 186.58451913592108 17.26358177073253 186.58642859024343 16.265920121708433 185.56287913212662 16.262523191659483,g.MP9401
polygon 185.560118631834 16.327138456483723 186.58292790531243 16.330258843320493 186.58498546377177 15.332597482862667 185.56614265494758 15.32919995214101,g.MP9401
polygon 185.56247414011088 16.302159459109873 186.58515288835974 16.305279830564118 186.58721437845458 15.30761847810534 185.56849323316877 15.304220931383767,g.MP9401
polygon 185.56482950797505 16.2771904610792 186.58737801075057 16.280310817160853 186.5894434292962 15.28264947271225 185.5708436763423 15.279251910000994,g.MP9401
polygon 185.56753157880075 15.34389773398938 186.58537364370125 15.34701751818146 186.58758479024692 14.34935648329457 185.57336404906522 14.34595832562647,g.MP9401
polygon 185.56878228176163 16.31049912439444 186.59150458276912 16.31361950098396 186.5935647603997 15.315958145852974 185.57480302042526 15.312560604472822,g.MP9401
polygon 185.5714900063567 15.377196409990773 186.58949460516124 15.380316214498578 186.59170058810207 14.382655168228837 185.57732888141842 14.379257031699552,g.MP9401
polygon 185.57384126551273 15.352197404023258 186.59172380484412 15.355317193278438 186.59393366460327 14.357656155552064 185.57967533164 14.354258003152196,g.MP9401
polygon 185.57619241274108 15.32719839781764 186.5939531155989 15.330318171823748 186.59616685074317 14.332657142654767 185.58202167311367 14.329258974387926,g.MP9401
polygon 185.57814579690364 14.393875334450158 186.59151622194312 14.396994541655587 186.59387366006268 13.39933384193013 185.58379786056665 13.395935083786384,g.MP9401
polygon 185.57818572855402 14.393905333267995 186.59155628978155 14.397024540491586 186.59391372331172 13.3993638407552 185.58383779784447 13.395965082630369,g.MP9401
polygon 185.5801508419028 15.360537072440522 186.59807407548053 15.363656866783543 186.60028264209257 14.365995826205562 185.58598651193685 14.362597679099736,g.MP9401
